case_id,complaint_time,fraud_type,reported_amount,complaint_state_code,complaint_state_ut,initial_transaction_id,source_type,source_system,primary_mule_account_id,prediction_time
CASE_004581,2025-06-18 06:45:49,Remote Access Scam,20332,ML,Meghalaya,TXN_0004581,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018199,2025-06-18 07:15:49
CASE_004582,2025-06-18 07:03:03,Card Fraud,19642,OD,Odisha,TXN_0004582,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002496,2025-06-18 07:33:03
CASE_004583,2025-06-18 07:50:09,Phishing,83573,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0004583,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007899,2025-06-18 08:20:09
CASE_004584,2025-06-18 08:20:46,Investment Scam,158692,KL,Kerala,TXN_0004584,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019777,2025-06-18 08:50:46
CASE_004585,2025-06-18 08:37:30,OTP Fraud,48301,WB,West Bengal,TXN_0004585,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017388,2025-06-18 09:07:30
CASE_004586,2025-06-18 09:11:57,UPI Fraud,30204,MN,Manipur,TXN_0004586,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002534,2025-06-18 09:41:57
CASE_004587,2025-06-18 09:17:29,Phishing,57328,DL,Delhi,TXN_0004587,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007271,2025-06-18 09:47:29
CASE_004588,2025-06-18 15:21:09,Phishing,33517,MH,Maharashtra,TXN_0004588,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003352,2025-06-18 15:51:09
CASE_004589,2025-06-18 15:43:49,Account Takeover,12696,AR,Arunachal Pradesh,TXN_0004589,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006656,2025-06-18 16:13:49
CASE_004590,2025-06-18 16:47:06,Social Engineering,42755,OD,Odisha,TXN_0004590,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017089,2025-06-18 17:17:06
CASE_004591,2025-06-18 18:03:05,Investment Scam,37530,JK,Jammu and Kashmir,TXN_0004591,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015998,2025-06-18 18:33:05
CASE_004592,2025-06-18 20:25:40,Account Takeover,10886,PY,Puducherry,TXN_0004592,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017265,2025-06-18 20:55:40
CASE_004593,2025-06-18 22:29:36,Remote Access Scam,41259,HP,Himachal Pradesh,TXN_0004593,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016446,2025-06-18 22:59:36
CASE_004594,2025-06-18 22:56:47,Marketplace Fraud,15518,RJ,Rajasthan,TXN_0004594,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004447,2025-06-18 23:26:47
CASE_004595,2025-06-19 01:57:45,Investment Scam,48140,UK,Uttarakhand,TXN_0004595,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002381,2025-06-19 02:27:45
CASE_004596,2025-06-19 02:50:31,UPI Fraud,9284,KL,Kerala,TXN_0004596,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005306,2025-06-19 03:20:31
CASE_004597,2025-06-19 05:39:42,UPI Fraud,61341,HR,Haryana,TXN_0004597,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012380,2025-06-19 06:09:42
CASE_004598,2025-06-19 05:42:34,Remote Access Scam,33851,ML,Meghalaya,TXN_0004598,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007991,2025-06-19 06:12:34
CASE_004599,2025-06-19 06:19:28,Card Fraud,79027,AR,Arunachal Pradesh,TXN_0004599,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005226,2025-06-19 06:49:28
CASE_004600,2025-06-19 06:35:42,Investment Scam,91170,MP,Madhya Pradesh,TXN_0004600,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010157,2025-06-19 07:05:42
CASE_004601,2025-06-19 07:14:19,Account Takeover,38712,UP,Uttar Pradesh,TXN_0004601,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019409,2025-06-19 07:44:19
CASE_004602,2025-06-19 07:58:16,Card Fraud,437029,TS,Telangana,TXN_0004602,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016737,2025-06-19 08:28:16
CASE_004603,2025-06-19 08:37:57,Investment Scam,4448,GJ,Gujarat,TXN_0004603,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013779,2025-06-19 09:07:57
CASE_004604,2025-06-19 09:49:24,Social Engineering,17903,TN,Tamil Nadu,TXN_0004604,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009254,2025-06-19 10:19:24
CASE_004605,2025-06-19 11:10:12,Remote Access Scam,10768,WB,West Bengal,TXN_0004605,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000212,2025-06-19 11:40:12
CASE_004606,2025-06-19 11:45:01,Account Takeover,29525,JH,Jharkhand,TXN_0004606,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012030,2025-06-19 12:15:01
CASE_004607,2025-06-19 13:38:49,Account Takeover,24160,ML,Meghalaya,TXN_0004607,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005107,2025-06-19 14:08:49
CASE_004608,2025-06-19 14:08:31,OTP Fraud,22416,JH,Jharkhand,TXN_0004608,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018501,2025-06-19 14:38:31
CASE_004609,2025-06-19 14:29:00,Investment Scam,131688,MH,Maharashtra,TXN_0004609,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002285,2025-06-19 14:59:00
CASE_004610,2025-06-19 14:55:25,OTP Fraud,29064,JK,Jammu and Kashmir,TXN_0004610,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002139,2025-06-19 15:25:25
CASE_004611,2025-06-19 15:05:15,Loan App Fraud,83601,PY,Puducherry,TXN_0004611,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019393,2025-06-19 15:35:15
CASE_004612,2025-06-19 15:18:11,Phishing,9395,OD,Odisha,TXN_0004612,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008752,2025-06-19 15:48:11
CASE_004613,2025-06-19 16:24:42,Marketplace Fraud,42506,ML,Meghalaya,TXN_0004613,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018432,2025-06-19 16:54:42
CASE_004614,2025-06-19 18:48:13,OTP Fraud,41091,UP,Uttar Pradesh,TXN_0004614,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012204,2025-06-19 19:18:13
CASE_004615,2025-06-19 19:06:22,Card Fraud,72231,AR,Arunachal Pradesh,TXN_0004615,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005184,2025-06-19 19:36:22
CASE_004616,2025-06-19 19:33:21,Loan App Fraud,68186,TR,Tripura,TXN_0004616,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005072,2025-06-19 20:03:21
CASE_004617,2025-06-19 21:22:08,OTP Fraud,77534,TN,Tamil Nadu,TXN_0004617,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013624,2025-06-19 21:52:08
CASE_004618,2025-06-19 22:15:38,Marketplace Fraud,284762,ML,Meghalaya,TXN_0004618,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019079,2025-06-19 22:45:38
CASE_004619,2025-06-19 23:33:59,Remote Access Scam,30846,GJ,Gujarat,TXN_0004619,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011111,2025-06-20 00:03:59
CASE_004620,2025-06-20 00:18:21,UPI Fraud,113009,MH,Maharashtra,TXN_0004620,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004437,2025-06-20 00:48:21
CASE_004621,2025-06-20 00:37:31,Investment Scam,39520,GA,Goa,TXN_0004621,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000344,2025-06-20 01:07:31
CASE_004622,2025-06-20 00:38:28,Investment Scam,10693,GJ,Gujarat,TXN_0004622,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014457,2025-06-20 01:08:28
CASE_004623,2025-06-20 01:04:44,UPI Fraud,53446,KA,Karnataka,TXN_0004623,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000704,2025-06-20 01:34:44
CASE_004624,2025-06-20 02:26:24,Phishing,59671,OD,Odisha,TXN_0004624,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014973,2025-06-20 02:56:24
CASE_004625,2025-06-20 03:34:55,Phishing,28521,AN,Andaman and Nicobar Islands,TXN_0004625,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014356,2025-06-20 04:04:55
CASE_004626,2025-06-20 04:11:40,Loan App Fraud,12369,AR,Arunachal Pradesh,TXN_0004626,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014326,2025-06-20 04:41:40
CASE_004627,2025-06-20 05:18:31,Remote Access Scam,74307,LD,Lakshadweep,TXN_0004627,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007043,2025-06-20 05:48:31
CASE_004628,2025-06-20 06:07:37,Loan App Fraud,28513,TN,Tamil Nadu,TXN_0004628,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002971,2025-06-20 06:37:37
CASE_004629,2025-06-20 08:13:44,Marketplace Fraud,32447,AN,Andaman and Nicobar Islands,TXN_0004629,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008135,2025-06-20 08:43:44
CASE_004630,2025-06-20 08:24:02,Remote Access Scam,70397,MP,Madhya Pradesh,TXN_0004630,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014782,2025-06-20 08:54:02
CASE_004631,2025-06-20 09:40:42,Investment Scam,15793,GA,Goa,TXN_0004631,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015120,2025-06-20 10:10:42
CASE_004632,2025-06-20 11:40:17,Loan App Fraud,58617,AN,Andaman and Nicobar Islands,TXN_0004632,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003706,2025-06-20 12:10:17
CASE_004633,2025-06-20 13:35:09,Card Fraud,13379,UK,Uttarakhand,TXN_0004633,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013617,2025-06-20 14:05:09
CASE_004634,2025-06-20 13:49:35,UPI Fraud,23638,PB,Punjab,TXN_0004634,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001457,2025-06-20 14:19:35
CASE_004635,2025-06-20 14:37:14,OTP Fraud,18238,JH,Jharkhand,TXN_0004635,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004816,2025-06-20 15:07:14
CASE_004636,2025-06-20 14:46:39,OTP Fraud,23528,UP,Uttar Pradesh,TXN_0004636,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008308,2025-06-20 15:16:39
CASE_004637,2025-06-20 16:33:10,Remote Access Scam,34579,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0004637,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002138,2025-06-20 17:03:10
CASE_004638,2025-06-20 16:37:09,Remote Access Scam,271579,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0004638,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012052,2025-06-20 17:07:09
CASE_004639,2025-06-20 16:40:06,Card Fraud,64967,BR,Bihar,TXN_0004639,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016753,2025-06-20 17:10:06
CASE_004640,2025-06-20 17:49:31,Investment Scam,115184,JK,Jammu and Kashmir,TXN_0004640,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017045,2025-06-20 18:19:31
CASE_004641,2025-06-20 18:29:46,Phishing,53882,GJ,Gujarat,TXN_0004641,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001827,2025-06-20 18:59:46
CASE_004642,2025-06-20 19:39:34,UPI Fraud,77663,MN,Manipur,TXN_0004642,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004913,2025-06-20 20:09:34
CASE_004643,2025-06-20 19:49:55,Social Engineering,45608,MN,Manipur,TXN_0004643,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019289,2025-06-20 20:19:55
CASE_004644,2025-06-20 20:08:02,Remote Access Scam,52995,MP,Madhya Pradesh,TXN_0004644,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015974,2025-06-20 20:38:02
CASE_004645,2025-06-20 20:47:58,Loan App Fraud,43621,TN,Tamil Nadu,TXN_0004645,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019222,2025-06-20 21:17:58
CASE_004646,2025-06-20 21:35:02,Social Engineering,56440,MZ,Mizoram,TXN_0004646,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012062,2025-06-20 22:05:02
CASE_004647,2025-06-20 22:11:25,OTP Fraud,29679,WB,West Bengal,TXN_0004647,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013555,2025-06-20 22:41:25
CASE_004648,2025-06-20 22:15:57,UPI Fraud,83966,AS,Assam,TXN_0004648,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007976,2025-06-20 22:45:57
CASE_004649,2025-06-21 00:17:20,OTP Fraud,15068,NL,Nagaland,TXN_0004649,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_014323,2025-06-21 00:47:20
CASE_004650,2025-06-21 05:18:32,Account Takeover,31232,LD,Lakshadweep,TXN_0004650,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012813,2025-06-21 05:48:32
CASE_004651,2025-06-21 05:19:25,Remote Access Scam,48819,WB,West Bengal,TXN_0004651,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002665,2025-06-21 05:49:25
CASE_004652,2025-06-21 06:01:42,Investment Scam,105275,TR,Tripura,TXN_0004652,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012855,2025-06-21 06:31:42
CASE_004653,2025-06-21 07:16:07,Card Fraud,60042,AN,Andaman and Nicobar Islands,TXN_0004653,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009760,2025-06-21 07:46:07
CASE_004654,2025-06-21 07:21:42,Account Takeover,62997,GJ,Gujarat,TXN_0004654,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001293,2025-06-21 07:51:42
CASE_004655,2025-06-21 07:57:54,Remote Access Scam,17064,UK,Uttarakhand,TXN_0004655,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006371,2025-06-21 08:27:54
CASE_004656,2025-06-21 08:15:04,Account Takeover,67939,LD,Lakshadweep,TXN_0004656,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013768,2025-06-21 08:45:04
CASE_004657,2025-06-21 08:31:16,Account Takeover,76503,BR,Bihar,TXN_0004657,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007340,2025-06-21 09:01:16
CASE_004658,2025-06-21 11:56:16,Phishing,27455,BR,Bihar,TXN_0004658,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003840,2025-06-21 12:26:16
CASE_004659,2025-06-21 14:14:57,Phishing,56200,JH,Jharkhand,TXN_0004659,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013860,2025-06-21 14:44:57
CASE_004660,2025-06-21 14:43:21,Social Engineering,25827,HP,Himachal Pradesh,TXN_0004660,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017232,2025-06-21 15:13:21
CASE_004661,2025-06-21 18:10:48,Phishing,66424,JH,Jharkhand,TXN_0004661,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004188,2025-06-21 18:40:48
CASE_004662,2025-06-21 18:53:24,Social Engineering,73336,GJ,Gujarat,TXN_0004662,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019188,2025-06-21 19:23:24
CASE_004663,2025-06-21 20:29:08,Loan App Fraud,22312,TS,Telangana,TXN_0004663,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012727,2025-06-21 20:59:08
CASE_004664,2025-06-21 21:21:04,Marketplace Fraud,52574,UK,Uttarakhand,TXN_0004664,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019612,2025-06-21 21:51:04
CASE_004665,2025-06-21 23:19:11,Remote Access Scam,13455,MH,Maharashtra,TXN_0004665,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015286,2025-06-21 23:49:11
CASE_004666,2025-06-21 23:20:08,Card Fraud,17894,JH,Jharkhand,TXN_0004666,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004592,2025-06-21 23:50:08
CASE_004667,2025-06-22 01:54:00,Remote Access Scam,47425,ML,Meghalaya,TXN_0004667,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007969,2025-06-22 02:24:00
CASE_004668,2025-06-22 02:36:59,Card Fraud,42817,DL,Delhi,TXN_0004668,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_002369,2025-06-22 03:06:59
CASE_004669,2025-06-22 04:24:31,Social Engineering,16247,DN,Dadra and Nagar Haveli and Daman and Diu,TXN_0004669,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_010277,2025-06-22 04:54:31
CASE_004670,2025-06-22 05:04:07,Marketplace Fraud,49292,DL,Delhi,TXN_0004670,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016872,2025-06-22 05:34:07
CASE_004671,2025-06-22 05:20:51,Marketplace Fraud,16682,AR,Arunachal Pradesh,TXN_0004671,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_001863,2025-06-22 05:50:51
CASE_004672,2025-06-22 06:30:04,Loan App Fraud,68103,MP,Madhya Pradesh,TXN_0004672,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003549,2025-06-22 07:00:04
CASE_004673,2025-06-22 07:30:22,UPI Fraud,30580,MZ,Mizoram,TXN_0004673,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015566,2025-06-22 08:00:22
CASE_004674,2025-06-22 07:42:29,Remote Access Scam,84165,MZ,Mizoram,TXN_0004674,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_013959,2025-06-22 08:12:29
CASE_004675,2025-06-22 10:56:45,Loan App Fraud,62171,JH,Jharkhand,TXN_0004675,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005066,2025-06-22 11:26:45
CASE_004676,2025-06-22 12:49:27,Social Engineering,15702,AR,Arunachal Pradesh,TXN_0004676,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012331,2025-06-22 13:19:27
CASE_004677,2025-06-22 13:35:52,Card Fraud,7893,NL,Nagaland,TXN_0004677,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008541,2025-06-22 14:05:52
CASE_004678,2025-06-22 15:16:59,Loan App Fraud,34879,RJ,Rajasthan,TXN_0004678,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000236,2025-06-22 15:46:59
CASE_004679,2025-06-22 15:22:17,Marketplace Fraud,22583,UK,Uttarakhand,TXN_0004679,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007687,2025-06-22 15:52:17
CASE_004680,2025-06-22 16:39:12,UPI Fraud,62958,MP,Madhya Pradesh,TXN_0004680,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007058,2025-06-22 17:09:12
CASE_004681,2025-06-22 17:01:49,Loan App Fraud,68986,JK,Jammu and Kashmir,TXN_0004681,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_016871,2025-06-22 17:31:49
CASE_004682,2025-06-22 18:06:53,Phishing,7876,CH,Chandigarh,TXN_0004682,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019165,2025-06-22 18:36:53
CASE_004683,2025-06-23 00:16:00,Remote Access Scam,22468,CG,Chhattisgarh,TXN_0004683,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_003133,2025-06-23 00:46:00
CASE_004684,2025-06-23 02:29:42,Account Takeover,17112,HR,Haryana,TXN_0004684,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011192,2025-06-23 02:59:42
CASE_004685,2025-06-23 03:06:38,Account Takeover,58686,LD,Lakshadweep,TXN_0004685,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_004689,2025-06-23 03:36:38
CASE_004686,2025-06-23 03:08:26,Loan App Fraud,30252,WB,West Bengal,TXN_0004686,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_015024,2025-06-23 03:38:26
CASE_004687,2025-06-23 04:37:13,Phishing,47379,LA,Ladakh,TXN_0004687,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_017336,2025-06-23 05:07:13
CASE_004688,2025-06-23 04:57:29,Phishing,25078,GA,Goa,TXN_0004688,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_007632,2025-06-23 05:27:29
CASE_004689,2025-06-23 05:52:30,Loan App Fraud,8461,JK,Jammu and Kashmir,TXN_0004689,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_006024,2025-06-23 06:22:30
CASE_004690,2025-06-23 05:58:28,Remote Access Scam,17732,MN,Manipur,TXN_0004690,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000292,2025-06-23 06:28:28
CASE_004691,2025-06-23 06:33:20,Card Fraud,30360,AS,Assam,TXN_0004691,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008361,2025-06-23 07:03:20
CASE_004692,2025-06-23 07:23:27,Card Fraud,26829,KL,Kerala,TXN_0004692,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_011096,2025-06-23 07:53:27
CASE_004693,2025-06-23 07:46:27,Account Takeover,41996,AN,Andaman and Nicobar Islands,TXN_0004693,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_000794,2025-06-23 08:16:27
CASE_004694,2025-06-23 08:25:55,OTP Fraud,48275,MP,Madhya Pradesh,TXN_0004694,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_019794,2025-06-23 08:55:55
CASE_004695,2025-06-23 08:51:41,Phishing,86067,GJ,Gujarat,TXN_0004695,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005632,2025-06-23 09:21:41
CASE_004696,2025-06-23 10:03:17,Remote Access Scam,26340,MP,Madhya Pradesh,TXN_0004696,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_005099,2025-06-23 10:33:17
CASE_004697,2025-06-23 10:49:17,Phishing,34469,HR,Haryana,TXN_0004697,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_009719,2025-06-23 11:19:17
CASE_004698,2025-06-23 10:51:33,UPI Fraud,38803,ML,Meghalaya,TXN_0004698,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_008439,2025-06-23 11:21:33
CASE_004699,2025-06-23 12:22:24,UPI Fraud,52971,PY,Puducherry,TXN_0004699,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_012745,2025-06-23 12:52:24
CASE_004700,2025-06-23 13:04:34,Loan App Fraud,14684,MN,Manipur,TXN_0004700,SYNTHETIC_PROTOTYPE,NCRP_CFCFRMS_CASE_FEED_SIMULATION,ACC_018547,2025-06-23 13:34:34
