account_id,bank_id,account_type,account_age_days,account_status,previous_alert_count,state_code,source_type,source_system
ACC_012165,BANK03,Savings,1519,Active,1,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012166,BANK12,Savings,2073,Active,0,CG,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012167,BANK06,Savings,2275,Active,0,CH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012168,BANK03,Current,2293,Active,0,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012169,BANK10,Savings,316,Active,0,HR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012170,BANK05,Savings,215,Active,1,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012171,BANK10,Current,193,Active,0,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012172,BANK09,Savings,1767,Active,0,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012173,BANK04,Current,1921,Active,1,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012174,BANK03,Savings,1734,Dormant,0,OD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012175,BANK11,Savings,2347,Active,0,AP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012176,BANK05,Savings,1527,Active,0,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012177,BANK11,Savings,61,Active,0,PY,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012178,BANK02,Savings,138,Active,0,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012179,BANK01,Current,1978,Active,0,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012180,BANK06,Current,1306,Active,2,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012181,BANK09,Savings,39,Active,1,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012182,BANK12,Current,2345,Active,1,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012183,BANK11,Savings,558,Active,0,HP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012184,BANK10,Current,993,Active,1,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012185,BANK08,Current,65,Active,2,TR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012186,BANK11,Savings,2179,Active,1,MP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012187,BANK03,Savings,465,Active,1,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012188,BANK10,Savings,775,Active,2,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012189,BANK05,Savings,476,Dormant,0,AP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012190,BANK12,Current,1861,Active,0,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012191,BANK07,Savings,217,Active,0,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012192,BANK06,Savings,844,Active,0,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012193,BANK05,Savings,904,Active,1,WB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012194,BANK01,Savings,955,Active,0,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012195,BANK10,Savings,391,Active,1,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012196,BANK09,Current,752,Active,2,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012197,BANK04,Current,403,Active,0,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012198,BANK08,Savings,1331,Active,0,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012199,BANK04,Savings,2082,Active,0,PY,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012200,BANK12,Savings,791,Active,0,HP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012201,BANK06,Savings,809,Active,0,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012202,BANK04,Savings,1870,Active,1,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012203,BANK11,Savings,1340,Dormant,0,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012204,BANK07,Savings,1691,Active,0,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012205,BANK08,Savings,1299,Active,1,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012206,BANK08,Savings,1171,Active,1,NL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012207,BANK09,Savings,2026,Active,2,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012208,BANK05,Savings,1064,Active,1,AP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012209,BANK12,Savings,1071,Dormant,0,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012210,BANK01,Savings,844,Active,0,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012211,BANK12,Savings,1605,Active,0,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012212,BANK02,Current,1210,Active,0,WB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012213,BANK09,Savings,1281,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012214,BANK05,Savings,2188,Active,0,MZ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012215,BANK06,Savings,1203,Active,2,MZ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012216,BANK05,Savings,2307,Active,1,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012217,BANK02,Savings,1120,Active,0,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012218,BANK06,Current,96,Active,1,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012219,BANK01,Savings,797,Active,0,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012220,BANK01,Savings,150,Active,0,TR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012221,BANK08,Savings,390,Active,0,TR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012222,BANK03,Current,352,Active,0,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012223,BANK11,Savings,502,Active,1,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012224,BANK11,Savings,353,Active,1,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012225,BANK07,Savings,2203,Active,1,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012226,BANK06,Savings,1418,Active,1,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012227,BANK06,Savings,2091,Active,1,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012228,BANK08,Current,291,Active,2,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012229,BANK09,Savings,295,Active,0,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012230,BANK10,Savings,335,Active,0,GA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012231,BANK11,Savings,1506,Active,0,CG,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012232,BANK12,Savings,422,Active,0,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012233,BANK04,Savings,231,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012234,BANK04,Savings,1768,Active,1,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012235,BANK10,Savings,2078,Active,2,MP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012236,BANK10,Savings,780,Active,0,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012237,BANK06,Savings,1532,Active,1,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012238,BANK04,Savings,1343,Active,0,BR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012239,BANK04,Savings,1308,Active,0,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012240,BANK11,Current,625,Active,1,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012241,BANK11,Savings,793,Active,0,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012242,BANK09,Savings,1107,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012243,BANK12,Savings,507,Active,0,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012244,BANK01,Savings,666,Active,1,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012245,BANK03,Savings,1430,Frozen,2,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012246,BANK05,Savings,614,Frozen,0,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012247,BANK08,Savings,274,Active,2,ML,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012248,BANK09,Savings,624,Active,0,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012249,BANK02,Savings,2340,Active,1,TR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012250,BANK07,Current,2237,Active,1,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012251,BANK02,Savings,694,Active,3,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012252,BANK04,Savings,656,Active,2,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012253,BANK12,Current,460,Active,0,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012254,BANK01,Savings,2036,Active,0,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012255,BANK02,Savings,297,Active,1,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012256,BANK09,Savings,1574,Active,0,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012257,BANK05,Savings,1801,Active,1,ML,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012258,BANK09,Current,1065,Active,1,NL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012259,BANK02,Savings,659,Active,0,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012260,BANK01,Savings,1483,Active,0,AN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012261,BANK06,Savings,1064,Active,0,AN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012262,BANK04,Savings,385,Active,0,ML,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012263,BANK06,Current,1456,Active,1,CG,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012264,BANK10,Savings,374,Active,1,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012265,BANK05,Current,2332,Active,1,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012266,BANK05,Savings,22,Active,1,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012267,BANK12,Savings,50,Active,0,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012268,BANK08,Savings,1046,Active,0,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012269,BANK10,Savings,47,Active,0,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012270,BANK12,Current,567,Dormant,0,CH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012271,BANK11,Current,1377,Active,0,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012272,BANK07,Savings,1162,Active,0,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012273,BANK08,Savings,986,Dormant,0,JK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012274,BANK11,Savings,1033,Active,0,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012275,BANK09,Savings,1062,Active,1,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012276,BANK02,Savings,2017,Active,0,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012277,BANK10,Savings,1273,Active,1,CH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012278,BANK12,Savings,2210,Active,0,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012279,BANK05,Savings,1699,Active,1,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012280,BANK12,Current,478,Active,1,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012281,BANK02,Savings,765,Active,0,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012282,BANK11,Current,2056,Active,0,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012283,BANK08,Savings,848,Active,1,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012284,BANK12,Savings,643,Active,1,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012285,BANK10,Savings,296,Active,2,UP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012286,BANK07,Current,1551,Active,1,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012287,BANK04,Savings,1779,Active,2,MP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012288,BANK02,Savings,278,Active,0,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012289,BANK04,Savings,1588,Active,1,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012290,BANK04,Savings,63,Active,0,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012291,BANK08,Savings,2293,Active,2,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012292,BANK03,Current,2375,Active,0,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012293,BANK03,Savings,1029,Active,0,CG,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012294,BANK03,Savings,827,Active,0,CG,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012295,BANK11,Savings,1827,Active,0,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012296,BANK06,Savings,903,Active,1,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012297,BANK02,Savings,428,Active,4,AN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012298,BANK06,Savings,761,Active,0,CH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012299,BANK10,Savings,1441,Active,0,MP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012300,BANK03,Current,1552,Dormant,1,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012301,BANK05,Savings,1210,Active,2,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012302,BANK03,Savings,1600,Active,1,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012303,BANK07,Savings,1727,Active,0,JH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012304,BANK11,Savings,1122,Active,0,HP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012305,BANK01,Savings,1708,Active,1,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012306,BANK06,Savings,692,Active,1,AN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012307,BANK02,Current,1577,Active,0,GJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012308,BANK03,Savings,1094,Active,0,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012309,BANK12,Savings,1948,Active,2,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012310,BANK07,Current,223,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012311,BANK08,Savings,232,Active,0,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012312,BANK07,Savings,1215,Active,2,TR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012313,BANK05,Savings,2035,Active,0,WB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012314,BANK03,Savings,700,Active,0,UK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012315,BANK04,Current,47,Active,0,OD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012316,BANK03,Savings,1965,Active,1,CH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012317,BANK05,Savings,129,Active,0,AN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012318,BANK12,Savings,1795,Active,1,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012319,BANK05,Savings,827,Active,0,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012320,BANK07,Current,308,Active,0,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012321,BANK08,Savings,73,Active,1,OD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012322,BANK04,Savings,1564,Active,0,CG,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012323,BANK07,Savings,1054,Active,1,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012324,BANK01,Current,2321,Dormant,2,RJ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012325,BANK07,Savings,297,Active,0,AP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012326,BANK04,Current,1312,Active,0,GA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012327,BANK07,Savings,1926,Active,0,GA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012328,BANK10,Current,2273,Active,0,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012329,BANK08,Savings,1903,Frozen,0,PY,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012330,BANK12,Savings,300,Active,0,AN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012331,BANK06,Savings,698,Active,0,AR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012332,BANK12,Savings,1872,Active,1,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012333,BANK12,Savings,793,Active,0,MZ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012334,BANK05,Savings,2097,Active,2,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012335,BANK08,Savings,813,Active,0,LD,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012336,BANK11,Savings,491,Active,1,TN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012337,BANK11,Savings,1898,Active,1,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012338,BANK08,Savings,1183,Dormant,0,CG,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012339,BANK04,Savings,2344,Active,1,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012340,BANK09,Current,1740,Dormant,0,KL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012341,BANK05,Savings,2240,Active,1,PB,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012342,BANK11,Savings,1870,Active,0,DL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012343,BANK02,Current,529,Active,2,AS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012344,BANK03,Savings,343,Active,0,LA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012345,BANK07,Savings,361,Active,0,ML,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012346,BANK02,Savings,1164,Active,0,MN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012347,BANK01,Savings,921,Active,1,AP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012348,BANK09,Current,556,Active,2,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012349,BANK08,Savings,1268,Active,1,TS,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012350,BANK09,Savings,2164,Active,0,HR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012351,BANK05,Current,1435,Active,0,KA,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012352,BANK01,Savings,200,Dormant,0,BR,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012353,BANK08,Savings,1585,Active,0,SK,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012354,BANK11,Current,2119,Active,1,DN,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012355,BANK06,Savings,1922,Active,0,MZ,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012356,BANK11,Current,1670,Active,1,MH,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012357,BANK02,Savings,1732,Active,0,NL,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
ACC_012358,BANK08,Savings,2145,Active,2,HP,SYNTHETIC_PROTOTYPE,AUTHORIZED_BANK_FI_FEED_SIMULATION
