case_id,cashout_occurred,source_type,cashout_atm_id,cashout_time,cashout_amount,outcome_status
CASE_004138,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07276,2025-06-02 16:30:24,10305,Cash-out observed after prediction point
CASE_004139,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12346,2025-06-02 16:13:24,5991,Cash-out observed after prediction point
CASE_004140,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16260,2025-06-02 17:55:43,30745,Cash-out observed after prediction point
CASE_004141,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004142,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16326,2025-06-02 23:24:24,5832,Cash-out observed after prediction point
CASE_004143,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06893,2025-06-02 20:41:08,12669,Cash-out observed after prediction point
CASE_004144,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16134,2025-06-02 18:21:26,6810,Cash-out observed after prediction point
CASE_004145,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04529,2025-06-02 21:10:34,8725,Cash-out observed after prediction point
CASE_004146,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09298,2025-06-03 02:57:25,44624,Cash-out observed after prediction point
CASE_004147,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09971,2025-06-03 03:50:18,10605,Cash-out observed after prediction point
CASE_004148,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07626,2025-06-03 03:11:23,28686,Cash-out observed after prediction point
CASE_004149,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004150,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00432,2025-06-03 05:43:13,6578,Cash-out observed after prediction point
CASE_004151,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10094,2025-06-03 02:53:59,13087,Cash-out observed after prediction point
CASE_004152,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004153,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11223,2025-06-03 07:49:12,12761,Cash-out observed after prediction point
CASE_004154,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01275,2025-06-03 03:45:23,7816,Cash-out observed after prediction point
CASE_004155,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11052,2025-06-03 04:04:44,17478,Cash-out observed after prediction point
CASE_004156,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004157,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004158,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17204,2025-06-03 04:49:35,6544,Cash-out observed after prediction point
CASE_004159,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14731,2025-06-03 07:18:12,7037,Cash-out observed after prediction point
CASE_004160,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004161,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004162,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10532,2025-06-03 09:19:38,11886,Cash-out observed after prediction point
CASE_004163,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004164,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12343,2025-06-03 10:34:58,12379,Cash-out observed after prediction point
CASE_004165,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02154,2025-06-03 11:08:44,31247,Cash-out observed after prediction point
CASE_004166,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004167,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14485,2025-06-03 14:15:04,6934,Cash-out observed after prediction point
CASE_004168,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12120,2025-06-03 17:08:48,10998,Cash-out observed after prediction point
CASE_004169,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01811,2025-06-03 14:06:08,6764,Cash-out observed after prediction point
CASE_004170,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01094,2025-06-04 02:41:38,27873,Cash-out observed after prediction point
CASE_004171,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004172,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03557,2025-06-04 03:14:13,23417,Cash-out observed after prediction point
CASE_004173,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19804,2025-06-04 02:22:08,5406,Cash-out observed after prediction point
CASE_004174,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004175,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19073,2025-06-04 01:41:47,2114,Cash-out observed after prediction point
CASE_004176,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12131,2025-06-04 02:15:53,25204,Cash-out observed after prediction point
CASE_004177,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08950,2025-06-04 00:28:47,24999,Cash-out observed after prediction point
CASE_004178,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004179,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02647,2025-06-04 10:02:14,10464,Cash-out observed after prediction point
CASE_004180,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03089,2025-06-04 05:06:57,26198,Cash-out observed after prediction point
CASE_004181,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004182,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09047,2025-06-04 10:02:40,15529,Cash-out observed after prediction point
CASE_004183,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004184,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02153,2025-06-04 14:14:32,15967,Cash-out observed after prediction point
CASE_004185,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01101,2025-06-04 13:12:40,36963,Cash-out observed after prediction point
CASE_004186,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09761,2025-06-04 09:22:54,63370,Cash-out observed after prediction point
CASE_004187,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004188,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10420,2025-06-04 14:58:38,23222,Cash-out observed after prediction point
CASE_004189,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14975,2025-06-04 10:41:19,17257,Cash-out observed after prediction point
CASE_004190,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12528,2025-06-04 14:53:55,19085,Cash-out observed after prediction point
CASE_004191,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01262,2025-06-04 15:15:37,3687,Cash-out observed after prediction point
CASE_004192,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17868,2025-06-04 13:46:50,13681,Cash-out observed after prediction point
CASE_004193,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004194,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004195,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004196,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06237,2025-06-04 19:29:06,9419,Cash-out observed after prediction point
CASE_004197,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03915,2025-06-04 16:35:50,23029,Cash-out observed after prediction point
CASE_004198,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07991,2025-06-04 19:01:23,54054,Cash-out observed after prediction point
CASE_004199,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17322,2025-06-04 22:30:38,8538,Cash-out observed after prediction point
CASE_004200,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14939,2025-06-04 17:47:17,8841,Cash-out observed after prediction point
CASE_004201,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004202,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004203,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004204,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09008,2025-06-04 22:33:31,110079,Cash-out observed after prediction point
CASE_004205,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01171,2025-06-05 03:00:04,1670,Cash-out observed after prediction point
CASE_004206,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13155,2025-06-05 02:19:52,6070,Cash-out observed after prediction point
CASE_004207,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13369,2025-06-05 08:27:59,5031,Cash-out observed after prediction point
CASE_004208,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08435,2025-06-05 06:45:28,16825,Cash-out observed after prediction point
CASE_004209,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19127,2025-06-05 07:32:11,34432,Cash-out observed after prediction point
CASE_004210,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09574,2025-06-05 05:34:40,16559,Cash-out observed after prediction point
CASE_004211,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07735,2025-06-05 11:25:28,17410,Cash-out observed after prediction point
CASE_004212,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19052,2025-06-05 12:33:07,11260,Cash-out observed after prediction point
CASE_004213,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01433,2025-06-05 13:13:14,77733,Cash-out observed after prediction point
CASE_004214,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004215,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11141,2025-06-05 09:41:03,45647,Cash-out observed after prediction point
CASE_004216,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11767,2025-06-05 15:08:52,5327,Cash-out observed after prediction point
CASE_004217,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09171,2025-06-05 13:40:00,14842,Cash-out observed after prediction point
CASE_004218,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11735,2025-06-05 19:07:34,19473,Cash-out observed after prediction point
CASE_004219,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03990,2025-06-05 16:12:58,35429,Cash-out observed after prediction point
CASE_004220,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13995,2025-06-05 22:37:17,16637,Cash-out observed after prediction point
CASE_004221,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004222,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00213,2025-06-05 19:27:38,19644,Cash-out observed after prediction point
CASE_004223,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004224,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004225,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004226,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07272,2025-06-06 06:06:31,9199,Cash-out observed after prediction point
CASE_004227,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004228,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004229,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004230,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18005,2025-06-06 11:14:18,4799,Cash-out observed after prediction point
CASE_004231,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10683,2025-06-06 12:04:01,7974,Cash-out observed after prediction point
CASE_004232,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15074,2025-06-06 06:55:48,5890,Cash-out observed after prediction point
CASE_004233,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004234,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08666,2025-06-06 14:23:33,11294,Cash-out observed after prediction point
CASE_004235,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00855,2025-06-06 10:30:12,28280,Cash-out observed after prediction point
CASE_004236,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12265,2025-06-06 13:51:01,2715,Cash-out observed after prediction point
CASE_004237,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004238,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00290,2025-06-06 16:39:59,9577,Cash-out observed after prediction point
CASE_004239,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10720,2025-06-06 16:47:19,3629,Cash-out observed after prediction point
CASE_004240,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00314,2025-06-06 19:14:48,3848,Cash-out observed after prediction point
CASE_004241,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09127,2025-06-06 16:31:05,7470,Cash-out observed after prediction point
CASE_004242,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03309,2025-06-06 22:09:28,2964,Cash-out observed after prediction point
CASE_004243,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14486,2025-06-06 19:12:00,9092,Cash-out observed after prediction point
CASE_004244,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004245,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12162,2025-06-06 23:16:01,48853,Cash-out observed after prediction point
CASE_004246,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11218,2025-06-07 02:45:30,2822,Cash-out observed after prediction point
CASE_004247,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13971,2025-06-06 22:02:36,45804,Cash-out observed after prediction point
CASE_004248,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07418,2025-06-07 02:04:05,20930,Cash-out observed after prediction point
CASE_004249,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08126,2025-06-07 02:19:23,8052,Cash-out observed after prediction point
CASE_004250,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09739,2025-06-07 01:01:27,8657,Cash-out observed after prediction point
CASE_004251,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19025,2025-06-07 04:49:20,28433,Cash-out observed after prediction point
CASE_004252,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14605,2025-06-07 05:26:16,6605,Cash-out observed after prediction point
CASE_004253,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004254,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18591,2025-06-07 06:52:37,18026,Cash-out observed after prediction point
CASE_004255,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19416,2025-06-07 03:55:59,11208,Cash-out observed after prediction point
CASE_004256,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004257,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05261,2025-06-07 08:48:36,11653,Cash-out observed after prediction point
CASE_004258,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19141,2025-06-07 09:41:57,23856,Cash-out observed after prediction point
CASE_004259,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08644,2025-06-07 12:38:17,8561,Cash-out observed after prediction point
CASE_004260,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12288,2025-06-07 05:48:48,22085,Cash-out observed after prediction point
CASE_004261,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19995,2025-06-07 12:54:47,27650,Cash-out observed after prediction point
CASE_004262,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18073,2025-06-07 10:09:04,5936,Cash-out observed after prediction point
CASE_004263,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17493,2025-06-07 15:30:15,57735,Cash-out observed after prediction point
CASE_004264,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14163,2025-06-07 13:22:27,18111,Cash-out observed after prediction point
CASE_004265,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16395,2025-06-07 14:11:13,27113,Cash-out observed after prediction point
CASE_004266,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15424,2025-06-07 16:53:48,3567,Cash-out observed after prediction point
CASE_004267,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15844,2025-06-07 15:05:12,5576,Cash-out observed after prediction point
CASE_004268,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00539,2025-06-07 15:28:42,5440,Cash-out observed after prediction point
CASE_004269,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03313,2025-06-07 13:57:30,5142,Cash-out observed after prediction point
CASE_004270,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05216,2025-06-07 17:36:05,10197,Cash-out observed after prediction point
CASE_004271,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02095,2025-06-07 19:13:38,16754,Cash-out observed after prediction point
CASE_004272,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13536,2025-06-07 15:36:07,10452,Cash-out observed after prediction point
CASE_004273,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004274,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004275,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14181,2025-06-07 18:42:51,41076,Cash-out observed after prediction point
CASE_004276,1,SYNTHETIC_PROTOTYPE,SYN_ATM_15268,2025-06-07 16:56:18,8174,Cash-out observed after prediction point
CASE_004277,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03078,2025-06-07 21:27:13,20603,Cash-out observed after prediction point
CASE_004278,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004279,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16525,2025-06-07 17:46:31,66700,Cash-out observed after prediction point
CASE_004280,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04701,2025-06-08 00:27:54,7494,Cash-out observed after prediction point
CASE_004281,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004282,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08441,2025-06-07 21:23:27,3052,Cash-out observed after prediction point
CASE_004283,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09172,2025-06-07 21:18:37,35121,Cash-out observed after prediction point
CASE_004284,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04420,2025-06-07 23:01:12,22335,Cash-out observed after prediction point
CASE_004285,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04120,2025-06-07 22:01:00,3654,Cash-out observed after prediction point
CASE_004286,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16539,2025-06-07 20:43:53,12580,Cash-out observed after prediction point
CASE_004287,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12464,2025-06-07 21:57:52,2308,Cash-out observed after prediction point
CASE_004288,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10602,2025-06-08 00:26:41,5585,Cash-out observed after prediction point
CASE_004289,1,SYNTHETIC_PROTOTYPE,SYN_ATM_05803,2025-06-07 23:44:06,8711,Cash-out observed after prediction point
CASE_004290,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16214,2025-06-08 04:03:02,38657,Cash-out observed after prediction point
CASE_004291,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004292,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004293,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16742,2025-06-08 01:30:54,5498,Cash-out observed after prediction point
CASE_004294,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004295,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12741,2025-06-08 07:48:45,10604,Cash-out observed after prediction point
CASE_004296,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01381,2025-06-08 08:50:21,20674,Cash-out observed after prediction point
CASE_004297,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004298,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16897,2025-06-08 08:41:29,4901,Cash-out observed after prediction point
CASE_004299,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03880,2025-06-08 07:06:12,4201,Cash-out observed after prediction point
CASE_004300,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07065,2025-06-08 10:00:30,20301,Cash-out observed after prediction point
CASE_004301,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16693,2025-06-08 12:47:54,16183,Cash-out observed after prediction point
CASE_004302,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04561,2025-06-08 15:50:43,11264,Cash-out observed after prediction point
CASE_004303,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14313,2025-06-08 17:42:35,8083,Cash-out observed after prediction point
CASE_004304,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14844,2025-06-08 13:26:16,6279,Cash-out observed after prediction point
CASE_004305,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004306,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04435,2025-06-08 19:10:00,1000,Cash-out observed after prediction point
CASE_004307,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17185,2025-06-08 13:45:11,9704,Cash-out observed after prediction point
CASE_004308,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16310,2025-06-08 13:36:56,6966,Cash-out observed after prediction point
CASE_004309,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004310,1,SYNTHETIC_PROTOTYPE,SYN_ATM_09287,2025-06-08 15:25:49,37647,Cash-out observed after prediction point
CASE_004311,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004312,1,SYNTHETIC_PROTOTYPE,SYN_ATM_04859,2025-06-08 22:09:43,9451,Cash-out observed after prediction point
CASE_004313,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00168,2025-06-08 20:09:47,2499,Cash-out observed after prediction point
CASE_004314,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02266,2025-06-09 01:35:13,1359,Cash-out observed after prediction point
CASE_004315,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004316,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12825,2025-06-09 02:22:07,4857,Cash-out observed after prediction point
CASE_004317,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07651,2025-06-08 21:44:41,9271,Cash-out observed after prediction point
CASE_004318,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004319,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08953,2025-06-09 03:37:30,1000,Cash-out observed after prediction point
CASE_004320,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02707,2025-06-09 01:48:04,28519,Cash-out observed after prediction point
CASE_004321,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13055,2025-06-09 06:04:38,87067,Cash-out observed after prediction point
CASE_004322,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16632,2025-06-09 02:59:07,7228,Cash-out observed after prediction point
CASE_004323,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12264,2025-06-09 07:00:19,15198,Cash-out observed after prediction point
CASE_004324,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02821,2025-06-09 10:42:13,12008,Cash-out observed after prediction point
CASE_004325,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03599,2025-06-09 12:27:25,5594,Cash-out observed after prediction point
CASE_004326,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11998,2025-06-09 09:38:56,5216,Cash-out observed after prediction point
CASE_004327,1,SYNTHETIC_PROTOTYPE,SYN_ATM_08982,2025-06-09 13:13:57,47222,Cash-out observed after prediction point
CASE_004328,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004329,1,SYNTHETIC_PROTOTYPE,SYN_ATM_11082,2025-06-09 16:58:07,18009,Cash-out observed after prediction point
CASE_004330,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004331,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07730,2025-06-09 17:14:56,11753,Cash-out observed after prediction point
CASE_004332,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01804,2025-06-09 19:29:40,9527,Cash-out observed after prediction point
CASE_004333,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004334,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06267,2025-06-09 17:29:05,67070,Cash-out observed after prediction point
CASE_004335,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16601,2025-06-09 19:36:03,4963,Cash-out observed after prediction point
CASE_004336,1,SYNTHETIC_PROTOTYPE,SYN_ATM_13625,2025-06-09 22:39:44,4112,Cash-out observed after prediction point
CASE_004337,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12469,2025-06-09 17:40:50,16247,Cash-out observed after prediction point
CASE_004338,1,SYNTHETIC_PROTOTYPE,SYN_ATM_16769,2025-06-09 21:26:43,9073,Cash-out observed after prediction point
CASE_004339,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004340,1,SYNTHETIC_PROTOTYPE,SYN_ATM_03670,2025-06-10 00:15:59,3361,Cash-out observed after prediction point
CASE_004341,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004342,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00076,2025-06-10 00:36:38,1288,Cash-out observed after prediction point
CASE_004343,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004344,1,SYNTHETIC_PROTOTYPE,SYN_ATM_07469,2025-06-10 03:52:56,15265,Cash-out observed after prediction point
CASE_004345,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12078,2025-06-09 22:40:44,9903,Cash-out observed after prediction point
CASE_004346,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00529,2025-06-10 04:13:42,5592,Cash-out observed after prediction point
CASE_004347,1,SYNTHETIC_PROTOTYPE,SYN_ATM_12410,2025-06-10 08:25:37,2918,Cash-out observed after prediction point
CASE_004348,1,SYNTHETIC_PROTOTYPE,SYN_ATM_00502,2025-06-10 09:51:39,3478,Cash-out observed after prediction point
CASE_004349,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06680,2025-06-10 07:20:11,6540,Cash-out observed after prediction point
CASE_004350,1,SYNTHETIC_PROTOTYPE,SYN_ATM_02050,2025-06-10 07:27:18,14140,Cash-out observed after prediction point
CASE_004351,1,SYNTHETIC_PROTOTYPE,SYN_ATM_01274,2025-06-10 10:35:59,9027,Cash-out observed after prediction point
CASE_004352,1,SYNTHETIC_PROTOTYPE,SYN_ATM_20003,2025-06-10 09:44:42,4089,Cash-out observed after prediction point
CASE_004353,1,SYNTHETIC_PROTOTYPE,SYN_ATM_14793,2025-06-10 10:48:27,46284,Cash-out observed after prediction point
CASE_004354,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17120,2025-06-10 15:45:22,4502,Cash-out observed after prediction point
CASE_004355,1,SYNTHETIC_PROTOTYPE,SYN_ATM_18293,2025-06-10 15:18:14,8806,Cash-out observed after prediction point
CASE_004356,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004357,1,SYNTHETIC_PROTOTYPE,SYN_ATM_19290,2025-06-10 15:24:10,23904,Cash-out observed after prediction point
CASE_004358,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004359,1,SYNTHETIC_PROTOTYPE,SYN_ATM_17733,2025-06-10 18:00:58,13418,Cash-out observed after prediction point
CASE_004360,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004361,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10661,2025-06-10 21:21:30,7081,Cash-out observed after prediction point
CASE_004362,1,SYNTHETIC_PROTOTYPE,SYN_ATM_10700,2025-06-10 17:26:32,20949,Cash-out observed after prediction point
CASE_004363,1,SYNTHETIC_PROTOTYPE,SYN_ATM_06514,2025-06-10 22:14:36,22254,Cash-out observed after prediction point
CASE_004364,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
CASE_004365,0,SYNTHETIC_PROTOTYPE,,,0,No cash-out observed after prediction point
